Symbol,Stock Name,Sector,Exchange,Market Cap,PE,Stock URL
NACLIND,NACL Industries,Chemicals,BSE,"4,808",--,https://zerodha.com/markets/stocks/BSE/NACLIND/
GRAUWEIL,Grauer & Weil (I),Chemicals,BSE,"4,768",30.33,https://zerodha.com/markets/stocks/BSE/GRAUWEIL/
BHARATRAS,Bharat Rasayan,Chemicals,NSE,"4,690",33.28,https://zerodha.com/markets/stocks/NSE/BHARATRAS/
KINGFA,Kingfa Science,Chemicals,BSE,"4,329",28.32,https://zerodha.com/markets/stocks/BSE/KINGFA/
GUJALKALI,Guj. Alkalies & Chem,Chemicals,NSE,"4,235",--,https://zerodha.com/markets/stocks/NSE/GUJALKALI/
NEOGEN,Neogen Chemicals,Chemicals,NSE,"4,187",120.21,https://zerodha.com/markets/stocks/NSE/NEOGEN/
PRINCEPIPE,Prince Pipes & Fitti,Chemicals,NSE,"4,010",92.97,https://zerodha.com/markets/stocks/NSE/PRINCEPIPE/
JISLJALEQS,Jain Irrigation Sys,Chemicals,NSE,"4,010",119.55,https://zerodha.com/markets/stocks/NSE/JISLJALEQS/
BHAGCHEM,Bhagiradha Chem,Chemicals,BSE,"3,897",281.2,https://zerodha.com/markets/stocks/BSE/BHAGCHEM/
TANFACIND,Tanfac Industries,Chemicals,BSE,"3,894",44.18,https://zerodha.com/markets/stocks/BSE/TANFACIND/
ROSSARI,Rossari Biotech,Chemicals,NSE,"3,757",27.55,https://zerodha.com/markets/stocks/NSE/ROSSARI/
POLYPLEX,Polyplex Corporation,Chemicals,NSE,"3,684",17.61,https://zerodha.com/markets/stocks/NSE/POLYPLEX/
VISHNU,Vishnu Chemicals,Chemicals,BSE,"3,387",26.74,https://zerodha.com/markets/stocks/BSE/VISHNU/
NOCIL,NOCIL,Chemicals,NSE,"3,236",31.46,https://zerodha.com/markets/stocks/NSE/NOCIL/
FOSECOIND,Foseco India,Chemicals,NSE,"3,213",40.75,https://zerodha.com/markets/stocks/NSE/FOSECOIND/
SHK,SH Kelkar & Co,Chemicals,NSE,"3,204",43.75,https://zerodha.com/markets/stocks/NSE/SHK/
KIRIINDUS,Kiri Industries,Chemicals,NSE,"3,109",11.75,https://zerodha.com/markets/stocks/NSE/KIRIINDUS/
FCL,Fineotex Chemical,Chemicals,BSE,"3,079",28.45,https://zerodha.com/markets/stocks/BSE/FCL/
PREMEXPLN,Premier Explosives,Chemicals,BSE,"3,006",104.75,https://zerodha.com/markets/stocks/BSE/PREMEXPLN/
TIRUMALCHM,Thirumalai Chemicals,Chemicals,NSE,"2,964",--,https://zerodha.com/markets/stocks/NSE/TIRUMALCHM/
COSMOFIRST,Cosmo First,Chemicals,BSE,"2,961",22.2,https://zerodha.com/markets/stocks/BSE/COSMOFIRST/
BEPL,Bhansali Engg. Poly.,Chemicals,NSE,"2,878",15.99,https://zerodha.com/markets/stocks/NSE/BEPL/
XPROINDIA,Xpro India,Chemicals,BSE,"2,723",71.65,https://zerodha.com/markets/stocks/BSE/XPROINDIA/
INSECTICID,Insecticides India,Chemicals,NSE,"2,707",19.06,https://zerodha.com/markets/stocks/NSE/INSECTICID/
DDEVPLSTIK,Ddev Plastiks Ind.,Chemicals,BSE,"2,701",14.56,https://zerodha.com/markets/stocks/BSE/DDEVPLSTIK/
JINDALPOLY,Jindal Poly Films,Chemicals,NSE,"2,634",9.76,https://zerodha.com/markets/stocks/NSE/JINDALPOLY/
NILKAMAL,Nilkamal,Chemicals,NSE,"2,612",24.54,https://zerodha.com/markets/stocks/NSE/NILKAMAL/
MOL,Meghmani Organics,Chemicals,NSE,"2,501",--,https://zerodha.com/markets/stocks/NSE/MOL/
YASHO,Yasho Industries,Chemicals,BSE,"2,422",396.47,https://zerodha.com/markets/stocks/BSE/YASHO/
IPL,India Pesticides,Chemicals,NSE,"2,409",29.32,https://zerodha.com/markets/stocks/NSE/IPL/
DCW,DCW,Chemicals,NSE,"2,361",77.96,https://zerodha.com/markets/stocks/NSE/DCW/
MOLDTKPAC,Mold-tek Packaging,Chemicals,BSE,"2,339",38.63,https://zerodha.com/markets/stocks/BSE/MOLDTKPAC/
BNHOLDINGS,BN Holdings,Chemicals,BSE,"2,259",114.32,https://zerodha.com/markets/stocks/BSE/BNHOLDINGS/
TATVA,Tatva Chintan Pharma,Chemicals,NSE,"2,231",390.45,https://zerodha.com/markets/stocks/NSE/TATVA/
PIXTRANS,Pix Transmission,Chemicals,NSE,"2,118",18.77,https://zerodha.com/markets/stocks/NSE/PIXTRANS/
VIDHIING,Vidhi Specialty Food,Chemicals,BSE,"2,100",48.39,https://zerodha.com/markets/stocks/BSE/VIDHIING/
APCOTEXIND,Apcotex Inds,Chemicals,NSE,"2,082",38.51,https://zerodha.com/markets/stocks/NSE/APCOTEXIND/
JGCHEM,JG Chemicals,Chemicals,NSE,"2,043",31.92,https://zerodha.com/markets/stocks/NSE/JGCHEM/
ASTEC,Astec Lifesciences,Chemicals,BSE,"2,039",--,https://zerodha.com/markets/stocks/BSE/ASTEC/
TARSONS,Tarsons Products,Chemicals,NSE,"2,038",68.46,https://zerodha.com/markets/stocks/NSE/TARSONS/
JAICORPLTD,Jai Corp,Chemicals,NSE,"1,988",29.88,https://zerodha.com/markets/stocks/NSE/JAICORPLTD/
APOLLOPIPE,Apollo Pipes,Chemicals,BSE,"1,967",60.26,https://zerodha.com/markets/stocks/BSE/APOLLOPIPE/
GOCLCORP,GOCL Corporation,Chemicals,NSE,"1,896",12.06,https://zerodha.com/markets/stocks/NSE/GOCLCORP/
HUHTAMAKI,Huhtamaki India,Chemicals,NSE,"1,725",19.59,https://zerodha.com/markets/stocks/NSE/HUHTAMAKI/
TINNARUBR,Tinna Rubber & Infra,Chemicals,BSE,"1,669",34.52,https://zerodha.com/markets/stocks/BSE/TINNARUBR/
EXCELINDUS,Excel Industries,Chemicals,NSE,"1,657",19.42,https://zerodha.com/markets/stocks/NSE/EXCELINDUS/
JYOTIRES,Jyoti Resins&Adhesiv,Chemicals,BSE,"1,646",22.28,https://zerodha.com/markets/stocks/BSE/JYOTIRES/
SIGACHI,Sigachi Industries,Chemicals,NSE,"1,624",23.34,https://zerodha.com/markets/stocks/NSE/SIGACHI/
ULTRMARINE,Ultramar & Pigments,Chemicals,BSE,"1,544",20.58,https://zerodha.com/markets/stocks/BSE/ULTRMARINE/
PAUSHAKLTD,Paushak,Chemicals,BSE,"1,514",30.65,https://zerodha.com/markets/stocks/BSE/PAUSHAKLTD/
PLATIND,Platinum Industries,Chemicals,NSE,"1,480",29.72,https://zerodha.com/markets/stocks/NSE/PLATIND/
CROPSTER,Cropster Agro,Chemicals,BSE,"1,478",113.74,https://zerodha.com/markets/stocks/BSE/CROPSTER/
IGPL,IG Petrochem.,Chemicals,NSE,"1,471",13.53,https://zerodha.com/markets/stocks/NSE/IGPL/
HERANBA,Heranba Industries,Chemicals,NSE,"1,469",478.4,https://zerodha.com/markets/stocks/NSE/HERANBA/
PUNJABCHEM,Punjab Chem. & Corp,Chemicals,NSE,"1,425",36.61,https://zerodha.com/markets/stocks/NSE/PUNJABCHEM/
AMNPLST,Amines & Plastic,Chemicals,BSE,"1,411",34.41,https://zerodha.com/markets/stocks/BSE/AMNPLST/
AGARIND,Agarwal Indl. Corp,Chemicals,BSE,"1,405",12.15,https://zerodha.com/markets/stocks/BSE/AGARIND/
GRPLTD,GRP,Chemicals,BSE,"1,380",44.94,https://zerodha.com/markets/stocks/BSE/GRPLTD/
3BBLACKBIO,3B Blackbio Dx,Chemicals,BSE,"1,368",28.71,https://zerodha.com/markets/stocks/BSE/3BBLACKBIO/
HEUBACHIND,Heubach Colorants(I),Chemicals,NSE,"1,353",29.02,https://zerodha.com/markets/stocks/NSE/HEUBACHIND/
ESTER,Ester Inds,Chemicals,BSE,"1,259",91.9,https://zerodha.com/markets/stocks/BSE/ESTER/
FAIRCHEMOR,Fairchem Organics,Chemicals,NSE,"1,255",57.13,https://zerodha.com/markets/stocks/NSE/FAIRCHEMOR/
OAL,Oriental Aromatics,Chemicals,BSE,"1,231",35.86,https://zerodha.com/markets/stocks/BSE/OAL/
INDOAMIN,Indo Amines,Chemicals,BSE,"1,205",21.56,https://zerodha.com/markets/stocks/BSE/INDOAMIN/
VALIANTORG,Valiant Organics,Chemicals,BSE,"1,199",--,https://zerodha.com/markets/stocks/BSE/VALIANTORG/
DVL,Dhunseri Ventures,Chemicals,NSE,"1,189",8.25,https://zerodha.com/markets/stocks/NSE/DVL/
MANALIPETC,Manali Petro,Chemicals,NSE,"1,176",40.13,https://zerodha.com/markets/stocks/NSE/MANALIPETC/
CHEMFAB,Chemfab Alkalis,Chemicals,NSE,"1,128",--,https://zerodha.com/markets/stocks/NSE/CHEMFAB/
ESFL,Essen Speciality Fi,Chemicals,NSE,"1,119",95.63,https://zerodha.com/markets/stocks/NSE/ESFL/
DHARMAJ,Dharmaj Crop Guard,Chemicals,NSE,"1,116",32.05,https://zerodha.com/markets/stocks/NSE/DHARMAJ/
ANDHRSUGAR,Andhra Sugars,Chemicals,NSE,"1,114",43.05,https://zerodha.com/markets/stocks/NSE/ANDHRSUGAR/
SRHHYPOLTD,Sree Rayal.Hi-Strent,Chemicals,NSE,"1,081",12.36,https://zerodha.com/markets/stocks/NSE/SRHHYPOLTD/
SHREEPUSHK,Shree Pushkar Chem,Chemicals,NSE,"1,064",18.15,https://zerodha.com/markets/stocks/NSE/SHREEPUSHK/
KOTHARIPET,Kothari Petrochem,Chemicals,NSE,"1,044",15.86,https://zerodha.com/markets/stocks/NSE/KOTHARIPET/
SREERAYALK,TGV SRACC,Chemicals,BSE,"1,037",11.23,https://zerodha.com/markets/stocks/BSE/SREERAYALK/
COOLCAPS,Cool Caps Indus,Chemicals,NSE,"1,026",85.7,https://zerodha.com/markets/stocks/NSE/COOLCAPS/
BODALCHEM,Bodal Chemicals,Chemicals,BSE,962,51.98,https://zerodha.com/markets/stocks/BSE/BODALCHEM/
SHRJAGP,Shri Jagdamba Poly,Chemicals,BSE,957,19.9,https://zerodha.com/markets/stocks/BSE/SHRJAGP/
TUTICORALK,Tuticorin Alkali Che,Chemicals,BSE,949,15.25,https://zerodha.com/markets/stocks/BSE/TUTICORALK/
TRANSPEK,Transpek Industry,Chemicals,BSE,947,19.43,https://zerodha.com/markets/stocks/BSE/TRANSPEK/
PPL,Prakash Pipes,Chemicals,NSE,928,11.17,https://zerodha.com/markets/stocks/NSE/PPL/
TNPETRO,TN Petro Products,Chemicals,NSE,927,15.88,https://zerodha.com/markets/stocks/NSE/TNPETRO/
AMAL,Amal,Chemicals,BSE,926,31.61,https://zerodha.com/markets/stocks/BSE/AMAL/
BHAGERIA,Bhageria Industries,Chemicals,BSE,888,21.99,https://zerodha.com/markets/stocks/BSE/BHAGERIA/
BESTAGRO,Best Agrolife,Chemicals,BSE,884,12.65,https://zerodha.com/markets/stocks/BSE/BESTAGRO/
NAHARPOLY,Nahar Poly Films,Chemicals,NSE,884,18.66,https://zerodha.com/markets/stocks/NSE/NAHARPOLY/
KRITI,Kriti Industries (I),Chemicals,NSE,873,--,https://zerodha.com/markets/stocks/NSE/KRITI/
SHIVALIK,Shivalik Rasayan,Chemicals,BSE,860,51.52,https://zerodha.com/markets/stocks/BSE/SHIVALIK/
KERALACHEM,Nitta Gelatin India,Chemicals,BSE,837,9.97,https://zerodha.com/markets/stocks/BSE/KERALACHEM/
INDOKEM,Indokem,Chemicals,BSE,831,262.26,https://zerodha.com/markets/stocks/BSE/INDOKEM/
JAYAGROGN,Jayant Agro-Organics,Chemicals,NSE,767,13.97,https://zerodha.com/markets/stocks/NSE/JAYAGROGN/
STALLION,Stallion India Fluor,Chemicals,NSE,766,23.7,https://zerodha.com/markets/stocks/NSE/STALLION/
KRONOX,Kronox Lab Sciences,Chemicals,NSE,722,28.37,https://zerodha.com/markets/stocks/NSE/KRONOX/
CHEMCON,Chemcon Speciality,Chemicals,NSE,720,29.46,https://zerodha.com/markets/stocks/NSE/CHEMCON/
GANESHBE,Ganesh Benzoplast,Chemicals,NSE,707,18.55,https://zerodha.com/markets/stocks/NSE/GANESHBE/
INDOBORAX,Indo Borax & Chem.,Chemicals,BSE,700,16.46,https://zerodha.com/markets/stocks/BSE/INDOBORAX/
IGCL,Indogulf Cropscience,Chemicals,NSE,649,22.98,https://zerodha.com/markets/stocks/NSE/IGCL/
DMCC,DMCC Speciality Chem,Chemicals,NSE,647,30.07,https://zerodha.com/markets/stocks/NSE/DMCC/
PRIMO,Primo Chemicals,Chemicals,BSE,638,179.17,https://zerodha.com/markets/stocks/BSE/PRIMO/
TPLPLASTEH,TPL Plastech,Chemicals,BSE,635,26.91,https://zerodha.com/markets/stocks/BSE/TPLPLASTEH/
NATPEROXID,Naperol Investments,Chemicals,BSE,632,59.87,https://zerodha.com/markets/stocks/BSE/NATPEROXID/
WIMPLAST,Wim Plast,Chemicals,BSE,631,11.04,https://zerodha.com/markets/stocks/BSE/WIMPLAST/
DICIND,DIC India,Chemicals,NSE,578,32.23,https://zerodha.com/markets/stocks/NSE/DICIND/
SUNSHIEL,Sunshield Chemicals,Chemicals,BSE,559,--,https://zerodha.com/markets/stocks/BSE/SUNSHIEL/
PLASTIBLEN,Plastiblends India,Chemicals,NSE,554,16.58,https://zerodha.com/markets/stocks/NSE/PLASTIBLEN/
PREMIERPOL,Premier Polyfilm,Chemicals,BSE,546,21.02,https://zerodha.com/markets/stocks/BSE/PREMIERPOL/
NIKHILAD,Nikhil Adhesives,Chemicals,BSE,544,32.28,https://zerodha.com/markets/stocks/BSE/NIKHILAD/
SHREERAMA,Shree RamaMulti-Tech,Chemicals,NSE,534,10.4,https://zerodha.com/markets/stocks/NSE/SHREERAMA/
HIGREEN,Hi-Green Carbon,Chemicals,NSE,517,46.43,https://zerodha.com/markets/stocks/NSE/HIGREEN/
TIRUPATI,Shree Tirupati Balaj,Chemicals,NSE,505,35.22,https://zerodha.com/markets/stocks/NSE/TIRUPATI/
COMSYN,Commercial Synbags,Chemicals,BSE,505,29.5,https://zerodha.com/markets/stocks/BSE/COMSYN/
NOVAAGRI,Nova Agritech,Chemicals,NSE,504,18.36,https://zerodha.com/markets/stocks/NSE/NOVAAGRI/
ASAHISONG,Asahi Songwon Colors,Chemicals,BSE,503,25.45,https://zerodha.com/markets/stocks/BSE/ASAHISONG/
IIRM,IIRM Holdings India,Chemicals,BSE,497,22.98,https://zerodha.com/markets/stocks/BSE/IIRM/
MANORG,Mangalam Organics,Chemicals,NSE,488,38.75,https://zerodha.com/markets/stocks/NSE/MANORG/
VIKRAMTH,Vikram Thermo(India),Chemicals,BSE,481,57.18,https://zerodha.com/markets/stocks/BSE/VIKRAMTH/
KISAN,Kisan Mouldings,Chemicals,BSE,479,141.16,https://zerodha.com/markets/stocks/BSE/KISAN/
ANDHRAPET,Andhra Petrochem,Chemicals,BSE,479,--,https://zerodha.com/markets/stocks/BSE/ANDHRAPET/
RUBFILA,Rubfila Internatl.,Chemicals,BSE,478,16.23,https://zerodha.com/markets/stocks/BSE/RUBFILA/
VIKASLIFE,Vikas Lifecare,Chemicals,NSE,477,--,https://zerodha.com/markets/stocks/NSE/VIKASLIFE/
KANPRPLA,Kanpur Plastipack,Chemicals,BSE,475,42.77,https://zerodha.com/markets/stocks/BSE/KANPRPLA/
HPAL,HP Adhesives,Chemicals,NSE,465,26.04,https://zerodha.com/markets/stocks/NSE/HPAL/
SVRL,Shri Venkatesh Refin,Chemicals,BSE,464,25.68,https://zerodha.com/markets/stocks/BSE/SVRL/
BCCL,Bhatia Colour Chem,Chemicals,BSE,455,124.33,https://zerodha.com/markets/stocks/BSE/BCCL/
INFINIUM,Infinium Pharmachem,Chemicals,NSE,449,55.1,https://zerodha.com/markets/stocks/NSE/INFINIUM/
CPL,Captain Polyplast,Chemicals,BSE,448,14.29,https://zerodha.com/markets/stocks/BSE/CPL/
GOACARBON,Goa Carbon,Chemicals,NSE,439,--,https://zerodha.com/markets/stocks/NSE/GOACARBON/
VIPULORG,Vipul Organics,Chemicals,BSE,421,95.34,https://zerodha.com/markets/stocks/BSE/VIPULORG/
KELENRG,Keltech Energies,Chemicals,BSE,417,16.73,https://zerodha.com/markets/stocks/BSE/KELENRG/
LORDSCHLO,Lords Chloro Alkali,Chemicals,BSE,408,65.97,https://zerodha.com/markets/stocks/BSE/LORDSCHLO/
DIAMINESQ,Diamines & Chemicals,Chemicals,BSE,405,148.16,https://zerodha.com/markets/stocks/BSE/DIAMINESQ/
NPL,National Peroxide,Chemicals,BSE,405,--,https://zerodha.com/markets/stocks/BSE/NPL/
DHABRIYA,Dhabriya Polywood,Chemicals,BSE,403,22.34,https://zerodha.com/markets/stocks/BSE/DHABRIYA/
KANORICHEM,Kanoria Chem. & Inds,Chemicals,NSE,395,--,https://zerodha.com/markets/stocks/NSE/KANORICHEM/
OKPLA,OK Play India,Chemicals,BSE,393,--,https://zerodha.com/markets/stocks/BSE/OKPLA/
DYNPRO,Dynemic Products,Chemicals,BSE,379,25.29,https://zerodha.com/markets/stocks/BSE/DYNPRO/
TITANBIO,Titan Bio-Tech,Chemicals,BSE,378,17.56,https://zerodha.com/markets/stocks/BSE/TITANBIO/
MULTIBASE,Multibase India,Chemicals,BSE,372,25.41,https://zerodha.com/markets/stocks/BSE/MULTIBASE/
BALAJEE,Shree Tirup.Bal.Agro,Chemicals,NSE,371,14.64,https://zerodha.com/markets/stocks/NSE/BALAJEE/
INDAG,Indag Rubber,Chemicals,BSE,369,56.46,https://zerodha.com/markets/stocks/BSE/INDAG/
PILITA,PIL ITALICA Life,Chemicals,NSE,366,69.79,https://zerodha.com/markets/stocks/NSE/PILITA/
SACHEEROME,Sacheerome,Chemicals,NSE,351,21.96,https://zerodha.com/markets/stocks/NSE/SACHEEROME/
HITECHCORP,Hitech Corporation,Chemicals,NSE,345,38.64,https://zerodha.com/markets/stocks/NSE/HITECHCORP/
VIKASECO,Vikas EcoTech,Chemicals,BSE,343,20.19,https://zerodha.com/markets/stocks/BSE/VIKASECO/
PODDARMENT,Poddar Pigments,Chemicals,BSE,327,14.33,https://zerodha.com/markets/stocks/BSE/PODDARMENT/
NEPTUNE,Neptune Petrochem.,Chemicals,NSE,317,12.62,https://zerodha.com/markets/stocks/NSE/NEPTUNE/
ALUFLUOR,Alufluoride,Chemicals,BSE,314,17.37,https://zerodha.com/markets/stocks/BSE/ALUFLUOR/
JDORGOCHEM,Jaysynth Orgochem,Chemicals,BSE,306,19.6,https://zerodha.com/markets/stocks/BSE/JDORGOCHEM/
SAH,Aeroflex Neu,Chemicals,NSE,306,--,https://zerodha.com/markets/stocks/NSE/SAH/
CHEMBOND,Chembond Mat.Techno,Chemicals,NSE,305,17.37,https://zerodha.com/markets/stocks/NSE/CHEMBOND/
ELGIRUBCO,Elgi Rubber Co.,Chemicals,NSE,298,--,https://zerodha.com/markets/stocks/NSE/ELGIRUBCO/
SHISHIND,Shish Industries,Chemicals,BSE,298,34.09,https://zerodha.com/markets/stocks/BSE/SHISHIND/
KAKA,Kaka Industries,Chemicals,BSE,297,23.08,https://zerodha.com/markets/stocks/BSE/KAKA/
None,Beezaasan Explotech,Chemicals,BSE,293,22.36,https://zerodha.com/markets/stocks/BSE/None/
RDBRL,RDB Rasayans,Chemicals,BSE,287,10.86,https://zerodha.com/markets/stocks/BSE/RDBRL/
DAICHIKARK,Dai-Ichi Karkaria,Chemicals,BSE,282,31.24,https://zerodha.com/markets/stocks/BSE/DAICHIKARK/
RBS,Ramdevbaba Solvent,Chemicals,NSE,274,18.29,https://zerodha.com/markets/stocks/NSE/RBS/
INDTONER,Indian Toners & Dev,Chemicals,BSE,264,11.76,https://zerodha.com/markets/stocks/BSE/INDTONER/
INDGELA,India Gelatine &Chem,Chemicals,BSE,260,14.96,https://zerodha.com/markets/stocks/BSE/INDGELA/
COCHINM,Cochin Minerals&Ruti,Chemicals,BSE,257,10.93,https://zerodha.com/markets/stocks/BSE/COCHINM/
CAPPIPES,Captain Pipes,Chemicals,BSE,255,57.76,https://zerodha.com/markets/stocks/BSE/CAPPIPES/
HOCL,Hind Organic Chem,Chemicals,BSE,253,0.65,https://zerodha.com/markets/stocks/BSE/HOCL/
ECOPLAST,Ecoplast,Chemicals,BSE,235,27.73,https://zerodha.com/markets/stocks/BSE/ECOPLAST/
AKSHARCHEM,Aksharchem (I),Chemicals,BSE,233,48.86,https://zerodha.com/markets/stocks/BSE/AKSHARCHEM/
OCCL,AG Ventures,Chemicals,BSE,233,22.29,https://zerodha.com/markets/stocks/BSE/OCCL/
KESARPE,Kesar Petroproducts,Chemicals,BSE,232,23.29,https://zerodha.com/markets/stocks/BSE/KESARPE/
GRCL,Gayatri Rubbers,Chemicals,NSE,227,79.87,https://zerodha.com/markets/stocks/NSE/GRCL/
SHAWGELTIN,Narmada Gelatines,Chemicals,BSE,227,13.2,https://zerodha.com/markets/stocks/BSE/SHAWGELTIN/
AVROIND,Avro India,Chemicals,NSE,224,73.62,https://zerodha.com/markets/stocks/NSE/AVROIND/
PRAMARA,Pramara Promotions,Chemicals,NSE,223,37.87,https://zerodha.com/markets/stocks/NSE/PRAMARA/
SADHNANIQ,Sadhana Nitro Chem,Chemicals,BSE,220,29.11,https://zerodha.com/markets/stocks/BSE/SADHNANIQ/
AERON,Aeron Composite,Chemicals,NSE,217,16.29,https://zerodha.com/markets/stocks/NSE/AERON/
ARVEE,Arvee Laboratories,Chemicals,NSE,215,100.18,https://zerodha.com/markets/stocks/NSE/ARVEE/
BRIGHTBROS,Bright Brothers,Chemicals,BSE,211,24.87,https://zerodha.com/markets/stocks/BSE/BRIGHTBROS/
EMMBI,Emmbi Industries,Chemicals,NSE,211,31.97,https://zerodha.com/markets/stocks/NSE/EMMBI/
RPPL,Rajshree Polypack,Chemicals,NSE,206,25.89,https://zerodha.com/markets/stocks/NSE/RPPL/
ARCL,ARCL Organics,Chemicals,BSE,202,16.35,https://zerodha.com/markets/stocks/BSE/ARCL/
DOLFIN,Dolfin Rubbers,Chemicals,BSE,201,39.19,https://zerodha.com/markets/stocks/BSE/DOLFIN/
TAINWALCHM,Tainwala Chem&Plast.,Chemicals,NSE,201,40.79,https://zerodha.com/markets/stocks/NSE/TAINWALCHM/
IVP,IVP,Chemicals,NSE,198,17.47,https://zerodha.com/markets/stocks/NSE/IVP/
CHEMCRUX,Chemcrux Enterprises,Chemicals,BSE,194,49.49,https://zerodha.com/markets/stocks/BSE/CHEMCRUX/
KANCHI,Kanchi Karpooram,Chemicals,BSE,187,13.64,https://zerodha.com/markets/stocks/BSE/KANCHI/
HINDCON,Hindcon Chemicals,Chemicals,NSE,187,49.2,https://zerodha.com/markets/stocks/NSE/HINDCON/
POLYSIL,Polysil Irr Systems,Chemicals,NSE,186,--,https://zerodha.com/markets/stocks/NSE/POLYSIL/
SOMICONVEY,Somi Conveyor Beltg,Chemicals,BSE,185,33.78,https://zerodha.com/markets/stocks/BSE/SOMICONVEY/
HPBL,HCP Plastene Bulkpac,Chemicals,BSE,185,19.24,https://zerodha.com/markets/stocks/BSE/HPBL/
CAPRIHANS,Caprihans India,Chemicals,BSE,183,--,https://zerodha.com/markets/stocks/BSE/CAPRIHANS/
TEXMOPIPES,Texmo Pipes & Prod.,Chemicals,NSE,183,9.55,https://zerodha.com/markets/stocks/NSE/TEXMOPIPES/
IEML,Indian Emulsifiers,Chemicals,NSE,182,13.66,https://zerodha.com/markets/stocks/NSE/IEML/
SIKKO,Sikko Industries,Chemicals,NSE,174,40.7,https://zerodha.com/markets/stocks/NSE/SIKKO/
HINDADH,Hindustan Adhesives,Chemicals,BSE,173,11.23,https://zerodha.com/markets/stocks/BSE/HINDADH/
PURVFLEXI,Purv Flexipack,Chemicals,NSE,168,16.16,https://zerodha.com/markets/stocks/NSE/PURVFLEXI/
BI,Bilcare,Chemicals,BSE,166,--,https://zerodha.com/markets/stocks/BSE/BI/
PRIMAPLA,Prima Plastics,Chemicals,BSE,165,9.61,https://zerodha.com/markets/stocks/BSE/PRIMAPLA/
HPIL,Hindprakash Indust,Chemicals,NSE,163,105.24,https://zerodha.com/markets/stocks/NSE/HPIL/
MITSU,Mitsu Chem Plast,Chemicals,BSE,162,22.29,https://zerodha.com/markets/stocks/BSE/MITSU/
DEEPAKCHEM,Deepak Chemtex,Chemicals,BSE,162,12.94,https://zerodha.com/markets/stocks/BSE/DEEPAKCHEM/
GVL,Greenhitech Ventures,Chemicals,BSE,161,106.81,https://zerodha.com/markets/stocks/BSE/GVL/
NATPLASTI,National PlasticTech,Chemicals,BSE,159,17.67,https://zerodha.com/markets/stocks/BSE/NATPLASTI/
MASTER,Master Components,Chemicals,NSE,155,23.87,https://zerodha.com/markets/stocks/NSE/MASTER/
POLSON,Polson,Chemicals,BSE,154,29.4,https://zerodha.com/markets/stocks/BSE/POLSON/
HARSHDEEP,Harshdeep Hortico,Chemicals,BSE,151,15.54,https://zerodha.com/markets/stocks/BSE/HARSHDEEP/
VITAL,Vital Chemtech,Chemicals,NSE,149,36.7,https://zerodha.com/markets/stocks/NSE/VITAL/
JOCIL,Jocil,Chemicals,NSE,146,143.54,https://zerodha.com/markets/stocks/NSE/JOCIL/
GUJCMDS,ZR2 Bioenergy,Chemicals,BSE,146,--,https://zerodha.com/markets/stocks/BSE/GUJCMDS/
DEEP,Deep Polymers,Chemicals,BSE,139,26.79,https://zerodha.com/markets/stocks/BSE/DEEP/
RESONANCE,Resonance Specialtie,Chemicals,BSE,136,20.72,https://zerodha.com/markets/stocks/BSE/RESONANCE/
ANKIN,Anka India,Chemicals,BSE,135,582.96,https://zerodha.com/markets/stocks/BSE/ANKIN/
MCFL,Mayank Cattle Food,Chemicals,BSE,127,25.49,https://zerodha.com/markets/stocks/BSE/MCFL/
PARAGON,Paragon Fine & Spl.,Chemicals,NSE,127,21.42,https://zerodha.com/markets/stocks/NSE/PARAGON/
TOKYOPLAST,Tokyo Plast Intl.,Chemicals,NSE,125,94.76,https://zerodha.com/markets/stocks/NSE/TOKYOPLAST/
ISHANCH,Ishan Dyes and Chem.,Chemicals,BSE,119,109.97,https://zerodha.com/markets/stocks/BSE/ISHANCH/
GMPL,GM Polyplast,Chemicals,BSE,117,15.73,https://zerodha.com/markets/stocks/BSE/GMPL/
WARDWIZFBL,Wardwizard Foods&Bev,Chemicals,BSE,117,--,https://zerodha.com/markets/stocks/BSE/WARDWIZFBL/
BEARDSELL,Beardsell,Chemicals,NSE,117,11.92,https://zerodha.com/markets/stocks/NSE/BEARDSELL/
PAR,Par Drugs & Chem.,Chemicals,NSE,116,8.71,https://zerodha.com/markets/stocks/NSE/PAR/
GENPHARMA,Genpharmasec,Chemicals,BSE,113,91.76,https://zerodha.com/markets/stocks/BSE/GENPHARMA/
REXPIPES,REX Pipes and Cables,Chemicals,NSE,112,21.82,https://zerodha.com/markets/stocks/NSE/REXPIPES/
KKALPANAIND,Kkalpana lnds. (I),Chemicals,BSE,108,157.02,https://zerodha.com/markets/stocks/BSE/KKALPANAIND/
MAHICKRA,Mahickra Chemicals,Chemicals,NSE,105,41.4,https://zerodha.com/markets/stocks/NSE/MAHICKRA/
POLYCHEM,Polychem,Chemicals,BSE,104,36.75,https://zerodha.com/markets/stocks/BSE/POLYCHEM/
FUNDVISER,Bagadia Colorchem,Chemicals,BSE,103,238.8,https://zerodha.com/markets/stocks/BSE/FUNDVISER/
AMDIND,AMD Industries,Chemicals,NSE,101,101.07,https://zerodha.com/markets/stocks/NSE/AMDIND/
ALKALI,Alkali Metals,Chemicals,NSE,101,--,https://zerodha.com/markets/stocks/NSE/ALKALI/
ROYALCUSHN,Royal Cushion Vinyl,Chemicals,BSE,97,42.27,https://zerodha.com/markets/stocks/BSE/ROYALCUSHN/
