Symbol,Stock Name,Sector,Exchange,Market Cap,PE,Stock URL
RKDAGRRTL,RKD Agri & Retail,Financial services,BSE,32,--,https://zerodha.com/markets/stocks/BSE/RKDAGRRTL/
KKFIN%C2%A0,KK Fincorp,Financial services,BSE,32,--,https://zerodha.com/markets/stocks/BSE/KKFIN%C2%A0/
PREMCAP,Premier Capital Serv,Financial services,BSE,32,--,https://zerodha.com/markets/stocks/BSE/PREMCAP/
ROSELABS,Roselabs Finance,Financial services,BSE,32,--,https://zerodha.com/markets/stocks/BSE/ROSELABS/
ESCORTSFIN,Invigorat.Busines,Financial services,BSE,31,--,https://zerodha.com/markets/stocks/BSE/ESCORTSFIN/
PURSHOTTAM,Suvifin Credit Sol,Financial services,BSE,31,--,https://zerodha.com/markets/stocks/BSE/PURSHOTTAM/
ENBETRD,Enbee Trade &Finance,Financial services,BSE,31,6.36,https://zerodha.com/markets/stocks/BSE/ENBETRD/
NDASEC,NDA Securities,Financial services,BSE,30,19.24,https://zerodha.com/markets/stocks/BSE/NDASEC/
JINDCAP,Jindal Capital,Financial services,BSE,30,21.27,https://zerodha.com/markets/stocks/BSE/JINDCAP/
PULSRIN,Pulsar International,Financial services,BSE,30,17.04,https://zerodha.com/markets/stocks/BSE/PULSRIN/
VISAGAR,Visagar Finl.Service,Financial services,BSE,30,--,https://zerodha.com/markets/stocks/BSE/VISAGAR/
RFSL,Richfield Financial,Financial services,BSE,30,235.13,https://zerodha.com/markets/stocks/BSE/RFSL/
SAHARAHOUS,Sahara Hsg Fin Corp,Financial services,BSE,29,44.01,https://zerodha.com/markets/stocks/BSE/SAHARAHOUS/
LIBORDFIN,Libord Finance,Financial services,BSE,29,14.96,https://zerodha.com/markets/stocks/BSE/LIBORDFIN/
MANRAJH,Manraj Housing Fin,Financial services,BSE,28,84.57,https://zerodha.com/markets/stocks/BSE/MANRAJH/
APPLEIND,Utique Enterprises,Financial services,BSE,28,55.9,https://zerodha.com/markets/stocks/BSE/APPLEIND/
BLUECHIP,Blue Chip India,Financial services,BSE,28,--,https://zerodha.com/markets/stocks/BSE/BLUECHIP/
SPCAPIT,SP Capital Financing,Financial services,BSE,28,30.9,https://zerodha.com/markets/stocks/BSE/SPCAPIT/
INTECCAP,Intec Capital,Financial services,BSE,28,129.99,https://zerodha.com/markets/stocks/BSE/INTECCAP/
KJMCCORP,KJMC Corporate,Financial services,BSE,27,25.65,https://zerodha.com/markets/stocks/BSE/KJMCCORP/
PARSHWANA,Parshwanath Corp,Financial services,BSE,27,48.32,https://zerodha.com/markets/stocks/BSE/PARSHWANA/
GLOBALCA,Global CapitalMarket,Financial services,BSE,27,--,https://zerodha.com/markets/stocks/BSE/GLOBALCA/
STEP2COR,Step Two Corp.,Financial services,BSE,27,--,https://zerodha.com/markets/stocks/BSE/STEP2COR/
ABIRAFN,Abirami Fin & Serv.,Financial services,BSE,26,45.32,https://zerodha.com/markets/stocks/BSE/ABIRAFN/
EPUJA,Epuja Spiritech,Financial services,BSE,26,164.03,https://zerodha.com/markets/stocks/BSE/EPUJA/
PARAGONF,Paragon Finance,Financial services,BSE,26,81.61,https://zerodha.com/markets/stocks/BSE/PARAGONF/
ESARIND,Esaar India,Financial services,BSE,26,9.36,https://zerodha.com/markets/stocks/BSE/ESARIND/
MANSIFIN,Mansi Finance (Chen),Financial services,BSE,26,8.61,https://zerodha.com/markets/stocks/BSE/MANSIFIN/
SHVFL,Shreevatsa Finance,Financial services,BSE,26,57.89,https://zerodha.com/markets/stocks/BSE/SHVFL/
TTIENT,TTI Enterprise,Financial services,BSE,26,28.2,https://zerodha.com/markets/stocks/BSE/TTIENT/
COMCL,Comfort Commotrade,Financial services,BSE,25,5.79,https://zerodha.com/markets/stocks/BSE/COMCL/
MADHUSE,Madhusan Securities,Financial services,BSE,25,--,https://zerodha.com/markets/stocks/BSE/MADHUSE/
SHREESEC,Shree Securities,Financial services,BSE,25,37.65,https://zerodha.com/markets/stocks/BSE/SHREESEC/
KARTKIN,Kartik Invests.Trust,Financial services,BSE,25,--,https://zerodha.com/markets/stocks/BSE/KARTKIN/
DAL,Dynamic Archistructu,Financial services,BSE,25,4.79,https://zerodha.com/markets/stocks/BSE/DAL/
ABHIFIN,Abhishek Finlease,Financial services,BSE,25,289.01,https://zerodha.com/markets/stocks/BSE/ABHIFIN/
EASYFIN,Easy Fincorp,Financial services,BSE,24,--,https://zerodha.com/markets/stocks/BSE/EASYFIN/
GREENCREST,Greencrest Financial,Financial services,BSE,24,20.09,https://zerodha.com/markets/stocks/BSE/GREENCREST/
RFLL,Rita Fin. & Leasing,Financial services,BSE,24,40.46,https://zerodha.com/markets/stocks/BSE/RFLL/
CILSEC,Cil Securities,Financial services,BSE,23,11.12,https://zerodha.com/markets/stocks/BSE/CILSEC/
EASUN,Easun Capital Market,Financial services,BSE,23,--,https://zerodha.com/markets/stocks/BSE/EASUN/
CMBL,Corporate Merchant,Financial services,BSE,23,10.52,https://zerodha.com/markets/stocks/BSE/CMBL/
SUNBRIGHT,Sunbright Stock,Financial services,NSE,22,935.1,https://zerodha.com/markets/stocks/NSE/SUNBRIGHT/
BHARAT,Bharat Bhushan Fin.,Financial services,BSE,22,--,https://zerodha.com/markets/stocks/BSE/BHARAT/
STELLANT,Stellant Securities,Financial services,BSE,22,16.99,https://zerodha.com/markets/stocks/BSE/STELLANT/
MARUTISE,Maruti Securities,Financial services,BSE,21,1.62,https://zerodha.com/markets/stocks/BSE/MARUTISE/
CITL,Consecutive Invest.,Financial services,BSE,21,9.4,https://zerodha.com/markets/stocks/BSE/CITL/
STEPHANOTIS,Stephanotis Finance,Financial services,BSE,21,--,https://zerodha.com/markets/stocks/BSE/STEPHANOTIS/
GKCONS,GK Consultants,Financial services,BSE,21,779.56,https://zerodha.com/markets/stocks/BSE/GKCONS/
FRANKLIN,Franklin Lsg.&Fin.,Financial services,BSE,21,100.43,https://zerodha.com/markets/stocks/BSE/FRANKLIN/
ACFSL,Amrapali Cap. & Fin,Financial services,BSE,20,17.03,https://zerodha.com/markets/stocks/BSE/ACFSL/
GAJANANSEC,Gajanan Sec. Service,Financial services,BSE,20,88.55,https://zerodha.com/markets/stocks/BSE/GAJANANSEC/
SICAPIT,SI Capital & Fin,Financial services,BSE,20,112.98,https://zerodha.com/markets/stocks/BSE/SICAPIT/
KARNAVATI,Karnavati Finance,Financial services,BSE,20,--,https://zerodha.com/markets/stocks/BSE/KARNAVATI/
NAVIGANT,Navigant Corp.Adv,Financial services,BSE,20,12.18,https://zerodha.com/markets/stocks/BSE/NAVIGANT/
VOLKAI,Kairosoft Ai Solut.,Financial services,BSE,20,--,https://zerodha.com/markets/stocks/BSE/VOLKAI/
BAZELINTER,Bazel International,Financial services,BSE,20,13.48,https://zerodha.com/markets/stocks/BSE/BAZELINTER/
RAPIDIN,Rapid Invest.,Financial services,BSE,20,55.56,https://zerodha.com/markets/stocks/BSE/RAPIDIN/
HBLEAS,HB Leasing & Finance,Financial services,BSE,20,--,https://zerodha.com/markets/stocks/BSE/HBLEAS/
HELPAGE,Helpage Finlease,Financial services,BSE,20,13.41,https://zerodha.com/markets/stocks/BSE/HELPAGE/
TCIFINANCE,TCI Finance,Financial services,NSE,20,5.66,https://zerodha.com/markets/stocks/NSE/TCIFINANCE/
DAULAT,Daulat Securities,Financial services,BSE,19,12,https://zerodha.com/markets/stocks/BSE/DAULAT/
SHRICON,Shricon Inds,Financial services,BSE,19,--,https://zerodha.com/markets/stocks/BSE/SHRICON/
SHRYDUS,Shrydus Industries,Financial services,BSE,19,25.9,https://zerodha.com/markets/stocks/BSE/SHRYDUS/
ONELIFECAP,Onelife Capital,Financial services,NSE,19,--,https://zerodha.com/markets/stocks/NSE/ONELIFECAP/
SWRNASE,Swarna Securities,Financial services,BSE,19,22.95,https://zerodha.com/markets/stocks/BSE/SWRNASE/
RLFL,RLFL,Financial services,BSE,19,--,https://zerodha.com/markets/stocks/BSE/RLFL/
PRISMFN,Prism Finance,Financial services,BSE,19,--,https://zerodha.com/markets/stocks/BSE/PRISMFN/
TOKYOFIN,Tokyo Finance,Financial services,BSE,19,84.77,https://zerodha.com/markets/stocks/BSE/TOKYOFIN/
YASHMGM,Yash Management,Financial services,BSE,18,--,https://zerodha.com/markets/stocks/BSE/YASHMGM/
PROCLB,Pro CLB Global,Financial services,BSE,18,--,https://zerodha.com/markets/stocks/BSE/PROCLB/
MERCTRD,Mercury Trad Links,Financial services,BSE,18,10.73,https://zerodha.com/markets/stocks/BSE/MERCTRD/
SARVOTTAM,Sarvottam Finvest,Financial services,BSE,18,--,https://zerodha.com/markets/stocks/BSE/SARVOTTAM/
MONGIPA,Moongipa Capital Fin,Financial services,BSE,18,12.99,https://zerodha.com/markets/stocks/BSE/MONGIPA/
GILADAFINS,Gilada Finance & Inv,Financial services,BSE,17,7.79,https://zerodha.com/markets/stocks/BSE/GILADAFINS/
GCMSECU,GCM Securities,Financial services,BSE,17,--,https://zerodha.com/markets/stocks/BSE/GCMSECU/
PHOTON,Photon Capital Advis,Financial services,BSE,17,--,https://zerodha.com/markets/stocks/BSE/PHOTON/
HRMNYCP,Harmony Capital,Financial services,BSE,17,--,https://zerodha.com/markets/stocks/BSE/HRMNYCP/
DFL,Decillion Finance,Financial services,BSE,17,251.89,https://zerodha.com/markets/stocks/BSE/DFL/
1STCUS,First Custodian Fund,Financial services,BSE,17,9.78,https://zerodha.com/markets/stocks/BSE/1STCUS/
SHARPINV,Sharp Investments,Financial services,BSE,17,--,https://zerodha.com/markets/stocks/BSE/SHARPINV/
GLFL,Guj. Lease Fin,Financial services,NSE,17,294.25,https://zerodha.com/markets/stocks/NSE/GLFL/
SRGSFL,SRG Fingrow Finance,Financial services,BSE,17,35.92,https://zerodha.com/markets/stocks/BSE/SRGSFL/
ACEENGITEC,ACE Engitech,Financial services,BSE,17,--,https://zerodha.com/markets/stocks/BSE/ACEENGITEC/
MEGFI,Mega Fin India,Financial services,BSE,17,71.84,https://zerodha.com/markets/stocks/BSE/MEGFI/
AMRAFIN,Amrapali Fincap,Financial services,BSE,17,28.88,https://zerodha.com/markets/stocks/BSE/AMRAFIN/
UNITDCR,United Credit,Financial services,BSE,17,17.16,https://zerodha.com/markets/stocks/BSE/UNITDCR/
YUNIKM,Yunik Managing Adv.,Financial services,BSE,16,--,https://zerodha.com/markets/stocks/BSE/YUNIKM/
ETIL,Econo Trade (India),Financial services,BSE,16,7.14,https://zerodha.com/markets/stocks/BSE/ETIL/
GSBFIN,GSB Finance,Financial services,BSE,16,22.16,https://zerodha.com/markets/stocks/BSE/GSBFIN/
NEIL,NEIL Industries,Financial services,BSE,16,13.08,https://zerodha.com/markets/stocks/BSE/NEIL/
AVASARA,Avasara Finance,Financial services,BSE,16,--,https://zerodha.com/markets/stocks/BSE/AVASARA/
GEMSI,Gemstone Investment,Financial services,BSE,16,51.17,https://zerodha.com/markets/stocks/BSE/GEMSI/
DJSSS,DJS Stock & Shares,Financial services,BSE,15,129.99,https://zerodha.com/markets/stocks/BSE/DJSSS/
INDICAP,Inditrade Capital,Financial services,BSE,15,--,https://zerodha.com/markets/stocks/BSE/INDICAP/
RRSECUR,RR Securities,Financial services,BSE,15,194.07,https://zerodha.com/markets/stocks/BSE/RRSECUR/
JACKSON,Jackson Investments,Financial services,BSE,15,--,https://zerodha.com/markets/stocks/BSE/JACKSON/
MEHSECU,Mehta Securities,Financial services,BSE,15,94.2,https://zerodha.com/markets/stocks/BSE/MEHSECU/
DRL,Disha Resources,Financial services,BSE,15,--,https://zerodha.com/markets/stocks/BSE/DRL/
SUMERUIND,Sumeru Industries,Financial services,BSE,15,164.68,https://zerodha.com/markets/stocks/BSE/SUMERUIND/
VBIND,VB Industries,Financial services,BSE,15,--,https://zerodha.com/markets/stocks/BSE/VBIND/
CUBIFIN,CFSL,Financial services,BSE,15,40.14,https://zerodha.com/markets/stocks/BSE/CUBIFIN/
MNPLFIN,Manipal Fin Corp,Financial services,BSE,15,2.09,https://zerodha.com/markets/stocks/BSE/MNPLFIN/
SHYMINV,Shyamkam Invts,Financial services,BSE,15,29.94,https://zerodha.com/markets/stocks/BSE/SHYMINV/
TRUSTWAVE,Trustwave Securities,Financial services,BSE,15,--,https://zerodha.com/markets/stocks/BSE/TRUSTWAVE/
NPRFIN,NPR Finance,Financial services,BSE,15,25.15,https://zerodha.com/markets/stocks/BSE/NPRFIN/
DCMFINSERV,DCM Financial Serv.,Financial services,BSE,15,--,https://zerodha.com/markets/stocks/BSE/DCMFINSERV/
MMLF,Money MastersLeasing,Financial services,BSE,15,29.07,https://zerodha.com/markets/stocks/BSE/MMLF/
STELLAR,Stellar Capital,Financial services,BSE,15,124.81,https://zerodha.com/markets/stocks/BSE/STELLAR/
MKTCREAT,Market Creators,Financial services,BSE,14,79.8,https://zerodha.com/markets/stocks/BSE/MKTCREAT/
LAHL,Ladam Affordable,Financial services,BSE,14,--,https://zerodha.com/markets/stocks/BSE/LAHL/
TRADEWELL,Tradewell Holdings,Financial services,BSE,14,--,https://zerodha.com/markets/stocks/BSE/TRADEWELL/
MIDEASTP,Mid East Portfolio,Financial services,BSE,14,33.39,https://zerodha.com/markets/stocks/BSE/MIDEASTP/
MEHIF,Mehta Integrated Fin,Financial services,BSE,14,32.72,https://zerodha.com/markets/stocks/BSE/MEHIF/
INDIALEASE,India Lease Devp.,Financial services,BSE,14,--,https://zerodha.com/markets/stocks/BSE/INDIALEASE/
GBFL,Goenka Business,Financial services,BSE,14,--,https://zerodha.com/markets/stocks/BSE/GBFL/
GARBIFIN,Garbi Finvest,Financial services,BSE,14,10.02,https://zerodha.com/markets/stocks/BSE/GARBIFIN/
BERYLSE,Beryl Securities,Financial services,BSE,14,54.74,https://zerodha.com/markets/stocks/BSE/BERYLSE/
S%20V%20TRADING,SV Trading&Agencies,Financial services,BSE,13,14.33,https://zerodha.com/markets/stocks/BSE/S%20V%20TRADING/
VEDANTASSET,Vedant Asset,Financial services,BSE,13,48.47,https://zerodha.com/markets/stocks/BSE/VEDANTASSET/
MODRNSH,Modern Shares &Stock,Financial services,BSE,13,58.22,https://zerodha.com/markets/stocks/BSE/MODRNSH/
INANISEC,Inani Securities,Financial services,BSE,13,23.5,https://zerodha.com/markets/stocks/BSE/INANISEC/
ARISE,Arihant Securities,Financial services,BSE,13,26.2,https://zerodha.com/markets/stocks/BSE/ARISE/
ZSVARAJT,Svaraj Trading&Agen.,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/ZSVARAJT/
DSINVEST,Dalal Street Invest.,Financial services,BSE,13,95.43,https://zerodha.com/markets/stocks/BSE/DSINVEST/
AROMAENT,Aroma Enterprises,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/AROMAENT/
DARJEELING,Darjeeling Ropeway,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/DARJEELING/
OCTAL,Octal Credit Capital,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/OCTAL/
ADCON,Adcon Capital Serv,Financial services,BSE,13,6.09,https://zerodha.com/markets/stocks/BSE/ADCON/
GOLECHA,Golechha Global Fin,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/GOLECHA/
BFLAFL,BFL Asset Finvest,Financial services,BSE,13,10.2,https://zerodha.com/markets/stocks/BSE/BFLAFL/
ICSL,Integrated Cap. Serv,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/ICSL/
GSLSEC,GSL Securities,Financial services,BSE,13,--,https://zerodha.com/markets/stocks/BSE/GSLSEC/
VANICOM,Vani Commercials,Financial services,BSE,13,48.95,https://zerodha.com/markets/stocks/BSE/VANICOM/
GOLD.LEG.LEA,Golden Legand Lease,Financial services,BSE,12,--,https://zerodha.com/markets/stocks/BSE/GOLD.LEG.LEA/
FRUTION,Fruition Venture,Financial services,BSE,12,--,https://zerodha.com/markets/stocks/BSE/FRUTION/
SIELFNS,CMX Holdings,Financial services,BSE,12,--,https://zerodha.com/markets/stocks/BSE/SIELFNS/
LIBORD,Libord Securities,Financial services,BSE,12,--,https://zerodha.com/markets/stocks/BSE/LIBORD/
VBDESAIFIN,VB Desai Fin.Service,Financial services,BSE,12,21.22,https://zerodha.com/markets/stocks/BSE/VBDESAIFIN/
JLL,Jindal Lease Fin,Financial services,BSE,12,--,https://zerodha.com/markets/stocks/BSE/JLL/
RAJPUTANA,Rajputana Investment,Financial services,BSE,12,32.11,https://zerodha.com/markets/stocks/BSE/RAJPUTANA/
INDERGR,Indergiri Finance,Financial services,BSE,12,258.22,https://zerodha.com/markets/stocks/BSE/INDERGR/
ANJANIFIN,Anjani Finance,Financial services,BSE,12,25.49,https://zerodha.com/markets/stocks/BSE/ANJANIFIN/
GATECHDVR,SCAPDVR,Financial services,NSE,11,--,https://zerodha.com/markets/stocks/NSE/GATECHDVR/
OIVL,Onesource Inds.& Ven,Financial services,BSE,11,9.58,https://zerodha.com/markets/stocks/BSE/OIVL/
MILLENNIUM,Mahamaya Investments,Financial services,BSE,11,--,https://zerodha.com/markets/stocks/BSE/MILLENNIUM/
ALEXANDER,Alexander Stamps,Financial services,BSE,11,--,https://zerodha.com/markets/stocks/BSE/ALEXANDER/
PYXISFIN,Pyxis Finvest,Financial services,BSE,11,9.39,https://zerodha.com/markets/stocks/BSE/PYXISFIN/
MINOLTAF,Minolta Finance,Financial services,BSE,11,861.54,https://zerodha.com/markets/stocks/BSE/MINOLTAF/
KUMPFIN,Kumbhat Financial,Financial services,BSE,11,8.36,https://zerodha.com/markets/stocks/BSE/KUMPFIN/
USHAKIRA,Ushakiran Finance,Financial services,BSE,11,44.52,https://zerodha.com/markets/stocks/BSE/USHAKIRA/
INDOCITY,Indo-City Infotech,Financial services,BSE,11,--,https://zerodha.com/markets/stocks/BSE/INDOCITY/
TPROJECT,Thirani Projects,Financial services,BSE,11,14.34,https://zerodha.com/markets/stocks/BSE/TPROJECT/
DHENUBUILD,Dhenu Buildcon Infra,Financial services,BSE,10,--,https://zerodha.com/markets/stocks/BSE/DHENUBUILD/
NEXUSSURGL,Nexus Surgical & Med,Financial services,BSE,10,19.33,https://zerodha.com/markets/stocks/BSE/NEXUSSURGL/
ALPGRAPH%C2%A0,Alpha Graphic India,Financial services,NSE,10,--,https://zerodha.com/markets/stocks/NSE/ALPGRAPH%C2%A0/
AFEL,AF Enterprises,Financial services,BSE,10,--,https://zerodha.com/markets/stocks/BSE/AFEL/
SALSAIN,Shree Salasar Inv,Financial services,BSE,10,4.03,https://zerodha.com/markets/stocks/BSE/SALSAIN/
SANCF,Sanchay Finvest,Financial services,BSE,10,--,https://zerodha.com/markets/stocks/BSE/SANCF/
GUJINV,Ashtasidhhi Indus.,Financial services,BSE,10,363.43,https://zerodha.com/markets/stocks/BSE/GUJINV/
GALLOPENT,Gallops Enterprises,Financial services,BSE,10,--,https://zerodha.com/markets/stocks/BSE/GALLOPENT/
ISFL,ISF,Financial services,BSE,10,--,https://zerodha.com/markets/stocks/BSE/ISFL/
VIKALPS,Vikalp Securities,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/VIKALPS/
PRISMMEDI,Prism Medico,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/PRISMMEDI/
SEVENHILL,Seven Hill Inds.,Financial services,BSE,9,2.39,https://zerodha.com/markets/stocks/BSE/SEVENHILL/
GCMCAPI,GCM Capital Advisors,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/GCMCAPI/
PASUFIN,Pasupati Fincap,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/PASUFIN/
LYONSCO,Lyons Corp Mkt,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/LYONSCO/
GANHOLD,Ganesh Holdings,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/GANHOLD/
KZLFIN,KZ Leasing & Finance,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/KZLFIN/
JJFINCOR,JJ Finance Corp.,Financial services,BSE,9,35.51,https://zerodha.com/markets/stocks/BSE/JJFINCOR/
RGF,RGF Capital Markets,Financial services,BSE,9,--,https://zerodha.com/markets/stocks/BSE/RGF/
BCLENTERPR,BCL Enterprises,Financial services,BSE,9,12.84,https://zerodha.com/markets/stocks/BSE/BCLENTERPR/
NIKKIGL,Nikki Global Fin.,Financial services,BSE,8,--,https://zerodha.com/markets/stocks/BSE/NIKKIGL/
SW1,SW Investments,Financial services,BSE,8,97.88,https://zerodha.com/markets/stocks/BSE/SW1/
MATHEWE,Mathew Easow Res Sec,Financial services,BSE,8,97.04,https://zerodha.com/markets/stocks/BSE/MATHEWE/
CLFL,Classic Leasing &Fin,Financial services,BSE,8,16.26,https://zerodha.com/markets/stocks/BSE/CLFL/
KRISHNACAP,Krishna Capital,Financial services,BSE,8,796.23,https://zerodha.com/markets/stocks/BSE/KRISHNACAP/
KINETRU,Kinetic Trust,Financial services,BSE,8,44.79,https://zerodha.com/markets/stocks/BSE/KINETRU/
AGARWAL,Agarwal Fortune Ind,Financial services,BSE,8,42.32,https://zerodha.com/markets/stocks/BSE/AGARWAL/
HASTIFIN,Hasti Finance,Financial services,BSE,8,--,https://zerodha.com/markets/stocks/BSE/HASTIFIN/
AARCON,Aarcon Facilities,Financial services,BSE,7,55.52,https://zerodha.com/markets/stocks/BSE/AARCON/
ONTIC,Ontic Finserve,Financial services,BSE,7,5.07,https://zerodha.com/markets/stocks/BSE/ONTIC/
SASHWAT,Sashwat Technocrats,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/SASHWAT/
FUTURSEC,Futuristic Sec,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/FUTURSEC/
ARAVALISEC,Aravali Sec. & Fin,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/ARAVALISEC/
SCC,Scintilla Commercial,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/SCC/
BRIJLEAS,Brijlaxmi Lease &Fin,Financial services,BSE,7,4.42,https://zerodha.com/markets/stocks/BSE/BRIJLEAS/
SIDDHA,Siddha Ventures,Financial services,BSE,7,9.3,https://zerodha.com/markets/stocks/BSE/SIDDHA/
RICHUNV,Rich UniverseNetwork,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/RICHUNV/
GALADAFIN,Galada Finance,Financial services,BSE,7,29.1,https://zerodha.com/markets/stocks/BSE/GALADAFIN/
EXPLICITFIN,Explicit Finance,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/EXPLICITFIN/
WILLIMFI,Williamson Finl.Serv,Financial services,BSE,7,--,https://zerodha.com/markets/stocks/BSE/WILLIMFI/
PANAFIC,PANAFIC,Financial services,BSE,7,261.04,https://zerodha.com/markets/stocks/BSE/PANAFIC/
ALFL,Abhinav Lsg. & Fin,Financial services,BSE,7,30.86,https://zerodha.com/markets/stocks/BSE/ALFL/
ARYAN,Aryan Share & Stock,Financial services,BSE,6,--,https://zerodha.com/markets/stocks/BSE/ARYAN/
